Kingdom,SampleID,Count,Total,Tissue
Other,FOS269,2260422,3196523,Stem
Other,FOS27,2940967,3921471,Stem
Other,FOS270,2254610,2566144,Stem
Other,FOS271,2903254,3323316,Stem
Other,FOS272,3017010,3375763,Stem
Other,FOS273,2313985,2591128,Stem
Other,FOS274,2876032,3186185,Stem
Other,FOS275,2643317,2983246,Stem
Other,FOS276,2501589,2957127,Stem
Other,FOS277,2609108,2938883,Stem
Other,FOS278,2600124,2931163,Stem
Other,FOS279,2526043,4470539,Stem
Other,FOS28,2638093,3048324,Stem
Other,FOS280,2504794,2867928,Stem
Other,FOS281,2855045,3194943,Stem
Other,FOS282,2723891,7847376,Stem
Other,FOS283,2647748,3006453,Stem
Other,FOS284,2762650,3070386,Stem
Other,FOS285,2764183,3071246,Stem
Other,FOS287,3150241,3594711,Stem
Other,FOS288,2872536,3516800,Stem
Other,FOS289,2420807,2732245,Stem
Other,FOS29,2836618,3948459,Stem
Other,FOS290,3353838,3677740,Stem
Other,FOS291,2558938,2907471,Stem
Other,FOS292,2713128,3081880,Stem
Other,FOS293,2604922,3045793,Stem
Other,FOS294,2705957,3057077,Stem
Other,FOS295,2742633,3188460,Stem
Other,FOS296,2778792,3189594,Stem
Other,FOS297,3507462,17017870,Stem
Other,FOS298,2080775,2665273,Stem
Other,FOS299,2543977,2920935,Stem
Other,FOS3,3472381,3987724,Stem
Other,FOS30,3297700,12661715,Stem
Other,FOS300,2733483,3021656,Stem
Other,FOS301,2569420,2977962,Stem
Other,FOS302,2335548,2806296,Stem
Other,FOS303,3752513,22971210,Stem
Other,FOS304,2545626,2982613,Stem
Other,FOS305,2801505,3234086,Stem
Other,FOS306,2435210,2863616,Stem
Other,FOS307,2525144,2807868,Stem
Other,FOS308,2650000,3000757,Stem
Other,FOS309,2756306,3138114,Stem
Other,FOS31,3369423,4361128,Stem
Other,FOS310,2427431,2934936,Stem
Other,FOS32,4975972,5830273,Stem
Other,FOS33,3635874,4126347,Stem
Other,FOS34,3273261,3629871,Stem
Other,FOS35,3319142,3623020,Stem
Other,FOS36,2779766,5529479,Stem
Other,FOS37,2701650,2984869,Stem
Other,FOS38,3205201,3515694,Stem
Other,FOS39,2955844,3473023,Stem
Other,FOS4,2596861,2945890,Stem
Other,FOS40,3161660,3799429,Stem
Other,FOS41,2807479,3106861,Stem
Other,FOS42,2620791,2924470,Stem
Other,FOS43,2908956,3195366,Stem
Other,FOS44,3142804,3596035,Stem
Other,FOS45,2669013,2970697,Stem
Other,FOS47,3741693,4323425,Stem
Other,FOS48,3509800,3819658,Stem
Other,FOS49,1403298,1571364,Stem
Other,FOS5,3595269,4081186,Stem
Other,FOS50,3149194,3544032,Stem
Other,FOS51,3932576,4345843,Stem
Other,FOS52,3539675,3872046,Stem
Other,FOS53,4930721,5611423,Stem
Other,FOS54,2918663,3219375,Stem
Other,FOS55,3306909,3789730,Stem
Other,FOS56,3004301,3497504,Stem
Other,FOS57,2910248,3377733,Stem
Other,FOS58,2850576,3191357,Stem
Other,FOS59,3084996,3566977,Stem
Other,FOS6,3519787,3906525,Stem
Other,FOS60,3029381,3389922,Stem
Other,FOS61,2867521,3203068,Stem
Other,FOS62,2579114,3226551,Stem
Other,FOS63,3220806,3553961,Stem
Other,FOS64,3568393,4001511,Stem
Other,FOS65,3934669,4627151,Stem
Other,FOS66,3523969,3970198,Stem
Other,FOS67,3211869,3533373,Stem
Other,FOS68,2656630,2987583,Stem
Other,FOS69,3054377,7905411,Stem
Other,FOS7,2319824,2780133,Stem
Other,FOS70,2676042,3010182,Stem
Other,FOS71,2751999,3084500,Stem
Other,FOS72,1047992,2227992,Stem
Other,FOS73,3044492,3360000,Stem
Other,FOS74,3351617,3685982,Stem
Other,FOS75,3052653,3361829,Stem
Other,FOS77,3091019,3442278,Stem
Other,FOS78,1126742,6459940,Stem
Other,FOS79,2937697,3416543,Stem
Other,FOS8,2791900,3199129,Stem
Other,FOS80,2821215,3132653,Stem
Other,FOS81,3261816,3680761,Stem
Other,FOS82,4701718,5213933,Stem
Other,FOS83,3334839,3677372,Stem
Other,FOS84,2955338,3311098,Stem
Other,FOS85,2685036,3156591,Stem
Other,FOS86,9917712,12797706,Stem
Other,FOS87,2810245,3618495,Stem
Other,FOS88,3105144,3549514,Stem
Other,FOS89,2935666,4490102,Stem
Other,FOS9,3028610,3330616,Stem
Other,FOS90,2888975,3229672,Stem
Other,FOS91,3232919,3751265,Stem
Other,FOS92,2850289,3210888,Stem
Other,FOS93,2946083,3310579,Stem
Other,FOS94,2955495,3348474,Stem
Other,FOS95,3187979,3568194,Stem
Other,FOS96,3006937,3389850,Stem
Other,FOS97,3495347,4963572,Stem
Other,FOS98,2728877,3068821,Stem
Other,FOS99,2993901,7467811,Stem
Archaea,FOS1,11,2232171,Stem
Archaea,FOS10,43,3032681,Stem
Archaea,FOS100,17,5519284,Stem
Archaea,FOS101,107,5105575,Stem
Archaea,FOS102,110,3769021,Stem
Archaea,FOS103,17,3097749,Stem
Archaea,FOS104,26,3695120,Stem
Archaea,FOS105,40,3186733,Stem
Archaea,FOS107,34,3584533,Stem
Archaea,FOS108,53,3371621,Stem
Archaea,FOS109,29,3588227,Stem
Archaea,FOS11,35,3492578,Stem
Archaea,FOS110,127,4347148,Stem
Archaea,FOS111,609,8270147,Stem
Archaea,FOS112,45,3676650,Stem
Archaea,FOS113,149,25967571,Stem
Archaea,FOS114,64,3812832,Stem
Archaea,FOS115,30,4473601,Stem
Archaea,FOS116,19,3224657,Stem
Archaea,FOS117,28,3845290,Stem
Archaea,FOS118,22,3301960,Stem
Archaea,FOS119,50,3927035,Stem
Archaea,FOS12,44,3266278,Stem
Archaea,FOS120,99,3575565,Stem
Archaea,FOS121,18,3455596,Stem
Archaea,FOS122,90,3741267,Stem
Archaea,FOS123,12,9674596,Stem
Archaea,FOS124,49,3335557,Stem
Archaea,FOS125,20,3768727,Stem
Archaea,FOS126,3039,8637287,Stem
Archaea,FOS127,52,3111346,Stem
Archaea,FOS128,54,3360357,Stem
Archaea,FOS129,48,4417608,Stem
Archaea,FOS13,171,3268593,Stem
Archaea,FOS130,21,3191708,Stem
Archaea,FOS131,6,3028854,Stem
Archaea,FOS132,49,3473729,Stem
Archaea,FOS133,53,3515996,Stem
Archaea,FOS134,85,3519349,Stem
Archaea,FOS135,55,4185167,Stem
Archaea,FOS137,40,3830696,Stem
Archaea,FOS138,34,3387899,Stem
Archaea,FOS139,37,3454481,Stem
Archaea,FOS14,25,3250379,Stem
Archaea,FOS140,33,3328464,Stem
Archaea,FOS141,120,3598211,Stem
Archaea,FOS142,118,3622918,Stem
Archaea,FOS143,46,3076390,Stem
Archaea,FOS144,47,3807651,Stem
Archaea,FOS145,67,2893054,Stem
Archaea,FOS146,32,3200881,Stem
Archaea,FOS147,30,2966367,Stem
Archaea,FOS148,4372,10995846,Stem
Archaea,FOS149,198,3998904,Stem
Archaea,FOS15,49,3097074,Stem
Archaea,FOS150,87,2940700,Stem
Archaea,FOS151,19,3396031,Stem
Archaea,FOS152,25,2920074,Stem
Archaea,FOS153,34,3031898,Stem
Archaea,FOS154,48,3055383,Stem
Archaea,FOS155,27,3152902,Stem
Archaea,FOS156,64,3151837,Stem
Archaea,FOS157,154,4633010,Stem
Archaea,FOS158,41,2963641,Stem
Archaea,FOS159,17,3269956,Stem
Archaea,FOS160,22,8333829,Stem
Archaea,FOS161,72,4232604,Stem
Archaea,FOS162,1151,8496210,Stem
Archaea,FOS163,25,3265363,Stem
Archaea,FOS164,29,3249917,Stem
Archaea,FOS165,87,3434881,Stem
Archaea,FOS167,106,3008641,Stem
Archaea,FOS168,43,2746446,Stem
Archaea,FOS169,30,3438455,Stem
Archaea,FOS17,9,2994927,Stem
Archaea,FOS170,36,3585947,Stem
Archaea,FOS171,41,3758317,Stem
Archaea,FOS172,43,3430531,Stem
Archaea,FOS173,2458,20375286,Stem
Archaea,FOS174,39,3172417,Stem
Archaea,FOS175,5,3511115,Stem
Archaea,FOS176,16,2983643,Stem
Archaea,FOS177,1200,9367251,Stem
Archaea,FOS178,21,3119290,Stem
Archaea,FOS179,32,3179163,Stem
Archaea,FOS18,11,3011461,Stem
Archaea,FOS180,68,3764724,Stem
Archaea,FOS181,18,3411764,Stem
Archaea,FOS182,202,4250937,Stem
Archaea,FOS183,34,2800108,Stem
Archaea,FOS184,32,3596208,Stem
Archaea,FOS185,13,3582891,Stem
Archaea,FOS186,219,3523217,Stem
Archaea,FOS187,33,3818238,Stem
Archaea,FOS188,39,3814150,Stem
Archaea,FOS189,9,3127558,Stem
Archaea,FOS19,66,3999222,Stem
Archaea,FOS190,17,2944558,Stem
Archaea,FOS191,187,4834451,Stem
Archaea,FOS192,6,3506366,Stem
Archaea,FOS193,544,6943953,Stem
Archaea,FOS194,21,3336999,Stem
Archaea,FOS195,34,3873733,Stem
Archaea,FOS197,51,3383909,Stem
Archaea,FOS198,1089,17606386,Stem
Archaea,FOS199,34,2978012,Stem
Archaea,FOS2,88,4304137,Stem
Archaea,FOS20,151,4138141,Stem
Archaea,FOS200,63,3275644,Stem
Archaea,FOS201,8,2928641,Stem
Archaea,FOS202,22,3351211,Stem
Archaea,FOS203,58,3374488,Stem
Archaea,FOS204,35,3210269,Stem
Archaea,FOS205,27,3304541,Stem
Archaea,FOS206,33,2892906,Stem
Archaea,FOS207,10,2775061,Stem
Archaea,FOS208,20,2511274,Stem
Archaea,FOS209,23,3106368,Stem
Archaea,FOS21,48,3256258,Stem
Archaea,FOS210,20,3209705,Stem
Archaea,FOS211,21,3131085,Stem
Archaea,FOS212,44,2602281,Stem
Archaea,FOS213,77,3676011,Stem
Archaea,FOS214,40,5918514,Stem
Archaea,FOS215,136,4108977,Stem
Archaea,FOS216,0,43420,Stem
Archaea,FOS217,13,2798564,Stem
Archaea,FOS218,20,2725318,Stem
Archaea,FOS219,11,2888224,Stem
Archaea,FOS22,13,2784591,Stem
Archaea,FOS220,9,2688966,Stem
Archaea,FOS221,13,2766417,Stem
Archaea,FOS222,28,2559831,Stem
Archaea,FOS223,26,3237099,Stem
Archaea,FOS224,18,2719780,Stem
Archaea,FOS225,32,3279380,Stem
Archaea,FOS227,67,3190108,Stem
Archaea,FOS228,86,3152773,Stem
Archaea,FOS229,24,3107156,Stem
Archaea,FOS23,31,3199798,Stem
Archaea,FOS230,18,3093753,Stem
Archaea,FOS231,35,2893160,Stem
Archaea,FOS232,30,2658213,Stem
Archaea,FOS233,44,3059913,Stem
Archaea,FOS234,16,2965154,Stem
Archaea,FOS235,42,2863256,Stem
Archaea,FOS236,19,3005508,Stem
Archaea,FOS237,31,2676141,Stem
Archaea,FOS238,20,2807524,Stem
Archaea,FOS239,47,3226898,Stem
Archaea,FOS24,55,3166286,Stem
Archaea,FOS240,19,3000642,Stem
Archaea,FOS241,22,3182898,Stem
Archaea,FOS242,109,3284694,Stem
Archaea,FOS243,19,3072795,Stem
Archaea,FOS244,22,2916383,Stem
Archaea,FOS245,172,4251149,Stem
Archaea,FOS246,24,2832621,Stem
Archaea,FOS247,33,2905259,Stem
Archaea,FOS248,8,3162081,Stem
Archaea,FOS249,17,3502439,Stem
Archaea,FOS25,9,3010037,Stem
Archaea,FOS250,373,3364317,Stem
Archaea,FOS251,18,3079556,Stem
Archaea,FOS252,41,3298430,Stem
Archaea,FOS253,42,3134729,Stem
Archaea,FOS254,71,2776145,Stem
Archaea,FOS255,12,1435901,Stem
Archaea,FOS257,1037,35562420,Stem
Archaea,FOS258,40,3424415,Stem
Archaea,FOS259,18,4001967,Stem
Archaea,FOS26,19,3511702,Stem
Archaea,FOS260,75,2818512,Stem
Archaea,FOS261,788,12262432,Stem
Archaea,FOS262,103,2985277,Stem
Archaea,FOS263,29,2562767,Stem
Archaea,FOS264,43,2800713,Stem
Archaea,FOS265,172,4175096,Stem
Archaea,FOS266,71,2879777,Stem
Archaea,FOS267,3983,10788379,Stem
Archaea,FOS268,73,2951341,Stem
Archaea,FOS269,219,3196523,Stem
Archaea,FOS27,138,3921471,Stem
Archaea,FOS270,36,2566144,Stem
Archaea,FOS271,71,3323316,Stem
Archaea,FOS272,71,3375763,Stem
Archaea,FOS273,26,2591128,Stem
Archaea,FOS274,28,3186185,Stem
Archaea,FOS275,31,2983246,Stem
Archaea,FOS276,31,2957127,Stem
Archaea,FOS277,19,2938883,Stem
Archaea,FOS278,44,2931163,Stem
Archaea,FOS279,216,4470539,Stem
Archaea,FOS28,55,3048324,Stem
Archaea,FOS280,53,2867928,Stem
Archaea,FOS281,51,3194943,Stem
Archaea,FOS282,811,7847376,Stem
Archaea,FOS283,45,3006453,Stem
Archaea,FOS284,58,3070386,Stem
Archaea,FOS285,50,3071246,Stem
Archaea,FOS287,58,3594711,Stem
Archaea,FOS288,25,3516800,Stem
Archaea,FOS289,33,2732245,Stem
Archaea,FOS29,63,3948459,Stem
Archaea,FOS290,38,3677740,Stem
Archaea,FOS291,72,2907471,Stem
Archaea,FOS292,37,3081880,Stem
Archaea,FOS293,52,3045793,Stem
Archaea,FOS294,38,3057077,Stem
Archaea,FOS295,40,3188460,Stem
Archaea,FOS296,68,3189594,Stem
Archaea,FOS297,1963,17017870,Stem
Archaea,FOS298,99,2665273,Stem
Archaea,FOS299,39,2920935,Stem
Archaea,FOS3,57,3987724,Stem
Archaea,FOS30,687,12661715,Stem
Archaea,FOS300,28,3021656,Stem
Archaea,FOS301,80,2977962,Stem
Archaea,FOS302,108,2806296,Stem
Archaea,FOS303,3888,22971210,Stem
Archaea,FOS304,68,2982613,Stem
Archaea,FOS305,83,3234086,Stem
Archaea,FOS306,111,2863616,Stem
Archaea,FOS307,35,2807868,Stem
Archaea,FOS308,51,3000757,Stem
Archaea,FOS309,51,3138114,Stem
Archaea,FOS31,739,4361128,Stem
Archaea,FOS310,111,2934936,Stem
Archaea,FOS32,158,5830273,Stem
Archaea,FOS33,69,4126347,Stem
Archaea,FOS34,31,3629871,Stem
Archaea,FOS35,20,3623020,Stem
Archaea,FOS36,2113,5529479,Stem
Archaea,FOS37,10,2984869,Stem
Archaea,FOS38,17,3515694,Stem
Archaea,FOS39,105,3473023,Stem
Archaea,FOS4,41,2945890,Stem
Archaea,FOS40,161,3799429,Stem
Archaea,FOS41,16,3106861,Stem
Archaea,FOS42,30,2924470,Stem
Archaea,FOS43,25,3195366,Stem
Archaea,FOS44,72,3596035,Stem
Archaea,FOS45,13,2970697,Stem
Archaea,FOS47,32,4323425,Stem
Archaea,FOS48,24,3819658,Stem
Archaea,FOS49,0,1571364,Stem
Archaea,FOS5,35,4081186,Stem
Archaea,FOS50,57,3544032,Stem
Archaea,FOS51,44,4345843,Stem
Archaea,FOS52,47,3872046,Stem
Archaea,FOS53,106,5611423,Stem
Archaea,FOS54,15,3219375,Stem
Archaea,FOS55,41,3789730,Stem
Archaea,FOS56,84,3497504,Stem
Archaea,FOS57,20,3377733,Stem
Archaea,FOS58,34,3191357,Stem
Archaea,FOS59,45,3566977,Stem
Archaea,FOS6,32,3906525,Stem
Archaea,FOS60,91,3389922,Stem
Archaea,FOS61,23,3203068,Stem
Archaea,FOS62,116,3226551,Stem
Archaea,FOS63,10,3553961,Stem
Archaea,FOS64,119,4001511,Stem
Archaea,FOS65,224,4627151,Stem
Archaea,FOS66,35,3970198,Stem
Archaea,FOS67,18,3533373,Stem
Archaea,FOS68,40,2987583,Stem
Archaea,FOS69,647,7905411,Stem
Archaea,FOS7,108,2780133,Stem
Archaea,FOS70,18,3010182,Stem
Archaea,FOS71,10,3084500,Stem
Archaea,FOS72,103,2227992,Stem
Archaea,FOS73,18,3360000,Stem
Archaea,FOS74,29,3685982,Stem
Archaea,FOS75,20,3361829,Stem
Archaea,FOS77,41,3442278,Stem
Archaea,FOS78,1668,6459940,Stem
Archaea,FOS79,47,3416543,Stem
Archaea,FOS8,107,3199129,Stem
Archaea,FOS80,11,3132653,Stem
Archaea,FOS81,18,3680761,Stem
Archaea,FOS82,36,5213933,Stem
Archaea,FOS83,130,3677372,Stem
Archaea,FOS84,46,3311098,Stem
Archaea,FOS85,58,3156591,Stem
Archaea,FOS86,14,12797706,Stem
Archaea,FOS87,99,3618495,Stem
Archaea,FOS88,46,3549514,Stem
Archaea,FOS89,39,4490102,Stem
Archaea,FOS9,19,3330616,Stem
Archaea,FOS90,47,3229672,Stem
Archaea,FOS91,76,3751265,Stem
Archaea,FOS92,29,3210888,Stem
Archaea,FOS93,55,3310579,Stem
Archaea,FOS94,44,3348474,Stem
Archaea,FOS95,74,3568194,Stem
Archaea,FOS96,39,3389850,Stem
Archaea,FOS97,278,4963572,Stem
Archaea,FOS98,15,3068821,Stem
Archaea,FOS99,38,7467811,Stem
Bacteria,F10,37498475,43430272,Soil
Bacteria,F100,30300289,34265186,Soil
Bacteria,F101,29514394,33390930,Soil
Bacteria,F102,24084078,26817871,Soil
Bacteria,F103,28213381,31737018,Soil
Bacteria,F104,23958782,26722895,Soil
Bacteria,F105,21919454,24519915,Soil
Bacteria,F106,24194821,26771071,Soil
Bacteria,F107,23019749,25830306,Soil
Bacteria,F108,21513884,23687765,Soil
Bacteria,F109,25385198,28726223,Soil
Bacteria,F11,28578511,31876784,Soil
Bacteria,F110,23365424,27243062,Soil
Bacteria,F111,33918148,38447963,Soil
Bacteria,F112,24341522,26800483,Soil
Bacteria,F113,25294367,28040428,Soil
Bacteria,F114,32675680,37121596,Soil
Bacteria,F115,29920714,33960085,Soil
Bacteria,F116,32065390,36716831,Soil
Bacteria,F118,32604720,36766312,Soil
Bacteria,F119,29330596,33042842,Soil
Bacteria,F12,22714179,25306782,Soil
Bacteria,F120,25526539,28991516,Soil
Bacteria,F121,31243013,35399637,Soil
Bacteria,F122,28969626,32822306,Soil
Bacteria,F123,30513837,34664021,Soil
Bacteria,F124,29002976,33586191,Soil
Bacteria,F125,36342914,41780975,Soil
Bacteria,F126,24323282,27268007,Soil
Bacteria,F127,28166174,31326762,Soil
Bacteria,F128,26275472,29372886,Soil
Bacteria,F129,27089663,30202868,Soil
Bacteria,F130,29884691,33734896,Soil
Bacteria,F131,27128866,30002522,Soil
Bacteria,F132,20164990,22440526,Soil
Bacteria,F133,27339101,30531933,Soil
Bacteria,F134,19866296,22239079,Soil
Bacteria,F135,28679631,32303743,Soil
Bacteria,F136,17226308,19085822,Soil
Bacteria,F137,25840717,28793664,Soil
Bacteria,F138,29352137,32899612,Soil
Bacteria,F139,22434331,25039615,Soil
Bacteria,F14,37504299,42240662,Soil
Bacteria,F140,37810983,42771236,Soil
Bacteria,F141,34334952,39397868,Soil
Bacteria,F142,28100772,31513682,Soil
Bacteria,F143,23236927,25893811,Soil
Bacteria,F144,26940671,30332066,Soil
Bacteria,F145,29477379,32990621,Soil
Bacteria,F146,28934765,32524457,Soil
Bacteria,F147,38543930,43803057,Soil
Bacteria,F148,21614057,23904193,Soil
Bacteria,F149,27474109,30458202,Soil
Bacteria,F15,26767800,29960742,Soil
Bacteria,F150,29023993,32786260,Soil
Bacteria,F151,19317695,24282696,Soil
Bacteria,F153,21376896,24424416,Soil
Bacteria,F154,27813471,31406648,Soil
Bacteria,F155,32236280,36586476,Soil
Bacteria,F156,17187780,19830021,Soil
Bacteria,F157,24807738,28386729,Soil
Bacteria,F159,27581714,30929745,Soil
Bacteria,F16,31069927,35638379,Soil
Bacteria,F161,28482447,31593179,Soil
Bacteria,F162,26008030,29377851,Soil
Bacteria,F163,21687611,23908346,Soil
Bacteria,F164,34799581,39677836,Soil
Bacteria,F165,20419670,22600615,Soil
Bacteria,F166,27396567,30934029,Soil
Bacteria,F167,28542446,31794640,Soil
Bacteria,F169,44994548,50564327,Soil
Bacteria,F17,30028028,33876267,Soil
Bacteria,F170,44557801,51137379,Soil
Bacteria,F171,32074728,36760039,Soil
Bacteria,F172,41098441,46733747,Soil
Bacteria,F173,38841327,43419631,Soil
Bacteria,F174,33102727,37010952,Soil
Bacteria,F175,11626183,14121310,Soil
Bacteria,F176,37981568,43082944,Soil
Bacteria,F177,28020418,34153258,Soil
Bacteria,F178,28148112,31667863,Soil
Bacteria,F18,27924822,31234176,Soil
Bacteria,F180,29026131,33013228,Soil
Bacteria,F181,33685691,38163729,Soil
Bacteria,F182,13729552,19508588,Soil
Bacteria,F183,26392161,30084494,Soil
Bacteria,F184,29944977,33716935,Soil
Bacteria,F185,25673086,28816280,Soil
Bacteria,F186,28140776,31900940,Soil
Bacteria,F187,34772807,39110998,Soil
Bacteria,F188,29792281,33496825,Soil
Bacteria,F189,29890859,33313930,Soil
Bacteria,F19,32930182,37618204,Soil
Bacteria,F190,33266040,37807088,Soil
Bacteria,F191,28263268,31432298,Soil
Bacteria,F192,24309136,27213683,Soil
Bacteria,F193,28334075,31635913,Soil
Bacteria,F194,28292941,31449916,Soil
Bacteria,F195,31082910,34932445,Soil
Bacteria,F196,24369323,27689858,Soil
Bacteria,F197,31999324,36239765,Soil
Bacteria,F198,28841314,32429188,Soil
Bacteria,F199,32004118,35963412,Soil
Bacteria,F20,30499316,34760493,Soil
Bacteria,F200,34170312,38412466,Soil
Bacteria,F201,24526321,28583046,Soil
Bacteria,F202,23703496,26258326,Soil
Bacteria,F203,42791921,48221666,Soil
Bacteria,F204,27703348,31303096,Soil
Bacteria,F205,30451261,34868881,Soil
Bacteria,F206,52686332,59043990,Soil
Bacteria,F207,24948176,27616937,Soil
Bacteria,F208,22630486,25087793,Soil
Bacteria,F209,24973114,27521974,Soil
Bacteria,F21,31680920,36096042,Soil
Bacteria,F210,24316891,27297116,Soil
Bacteria,F211,28724917,32506694,Soil
Bacteria,F212,30956602,35122568,Soil
Bacteria,F213,31437585,35476330,Soil
Bacteria,F214,21271824,23833706,Soil
Bacteria,F215,34896815,39395078,Soil
Bacteria,F216,21152335,23806626,Soil
Bacteria,F217,21567060,23881750,Soil
Bacteria,F218,27891344,31783302,Soil
Bacteria,F219,24855643,28192766,Soil
Bacteria,F220,25392191,28375552,Soil
Bacteria,F221,23460846,26138096,Soil
Bacteria,F222,24033010,27028418,Soil
Bacteria,F223,22612763,25233570,Soil
Bacteria,F224,28334347,31388520,Soil
Bacteria,F225,29902436,33345675,Soil
Bacteria,F226,38052172,42989004,Soil
Bacteria,F227,28357074,31799948,Soil
Bacteria,F228,23504642,26016013,Soil
Bacteria,F229,28461128,32084242,Soil
Bacteria,F23,33306144,38603448,Soil
Bacteria,F230,33806506,38750241,Soil
Bacteria,F231,30873074,34965676,Soil
Bacteria,F232,28917083,35998934,Soil
Bacteria,F233,26748422,30426895,Soil
Bacteria,F234,65102653,73748702,Soil
Bacteria,F236,25971856,28890227,Soil
Bacteria,F237,29817797,32787499,Soil
Bacteria,F238,31208347,35770235,Soil
Bacteria,F240,29854961,33905918,Soil
Bacteria,F241,28137161,32664995,Soil
Bacteria,F242,34807610,38718216,Soil
Bacteria,F243,32936188,37365850,Soil
Bacteria,F244,38923300,44140618,Soil
Bacteria,F245,39457314,44420636,Soil
Bacteria,F246,21325866,23717676,Soil
Bacteria,F247,32621064,37198262,Soil
Bacteria,F248,35837369,40545259,Soil
Bacteria,F249,33421867,37139611,Soil
Bacteria,F25,29892112,33580453,Soil
Bacteria,F250,29849821,33301916,Soil
Bacteria,F251,24336120,26941866,Soil
Bacteria,F252,24762604,27728195,Soil
Bacteria,F254,29508120,32862209,Soil
Bacteria,F255,23462686,27766017,Soil
Bacteria,F256,35203868,39435701,Soil
Bacteria,F257,25846324,28592293,Soil
Bacteria,F258,26191096,29007210,Soil
Bacteria,F259,45363002,51539338,Soil
Bacteria,F26,29932764,33648215,Soil
Bacteria,F260,28850285,32422748,Soil
Bacteria,F261,35447305,40107482,Soil
Bacteria,F262,28103727,31726425,Soil
Bacteria,F263,21169185,24648890,Soil
Bacteria,F266,27584115,30923748,Soil
Bacteria,F267,38116229,43051481,Soil
Bacteria,F268,27993778,31974448,Soil
Bacteria,F269,25139186,28241907,Soil
Bacteria,F27,26938478,30361017,Soil
Bacteria,F270,34580536,38910321,Soil
Bacteria,F271,29874537,33335544,Soil
Bacteria,F272,31044725,35505866,Soil
Bacteria,F273,36344271,41452187,Soil
Bacteria,F274,37324455,42107924,Soil
Bacteria,F275,24250082,27003560,Soil
Bacteria,F276,18412619,20574282,Soil
Bacteria,F277,38285625,43151631,Soil
Bacteria,F278,28434324,31899284,Soil
Bacteria,F279,25565357,28434577,Soil
Bacteria,F28,29068021,33060352,Soil
Bacteria,F280,25880567,28627826,Soil
Bacteria,F281,27923792,31164304,Soil
Bacteria,F282,22620191,25283413,Soil
Bacteria,F283,29889448,33738498,Soil
Bacteria,F284,30035393,33968089,Soil
Bacteria,F285,24358006,27242302,Soil
Bacteria,F286,24207710,27206083,Soil
Bacteria,F287,21872532,25610738,Soil
Bacteria,F289,28782067,35339559,Soil
Bacteria,F29,40568253,46344016,Soil
Bacteria,F290,24404087,27946377,Soil
Bacteria,F291,30703520,34396033,Soil
Bacteria,F292,20912018,23193678,Soil
Bacteria,F294,38623162,44046146,Soil
Bacteria,F296,28808544,33486260,Soil
Bacteria,F297,33757196,38228751,Soil
Bacteria,F298,37124317,41890826,Soil
Bacteria,F299,28433269,32085247,Soil
Bacteria,F3,27470536,31164889,Soil
Bacteria,F30,44526773,50664539,Soil
Bacteria,F300,26640342,29426249,Soil
Bacteria,F301,23705414,26197408,Soil
Bacteria,F302,31860687,35964622,Soil
Bacteria,F303,33226348,37710037,Soil
Bacteria,F304,31681948,36057424,Soil
Bacteria,F31,29394107,34711937,Soil
Bacteria,F32,28366929,32287568,Soil
Bacteria,F33,23156824,25998769,Soil
Bacteria,F34,26004766,29329730,Soil
Bacteria,F35,29867359,33610374,Soil
Bacteria,F36,27259740,30719272,Soil
Bacteria,F37,25942011,30171541,Soil
Bacteria,F38,23640241,26838304,Soil
Bacteria,F39,33553486,37937216,Soil
Bacteria,F4,31513680,36265122,Soil
Bacteria,F40,26994899,30437190,Soil
Bacteria,F41,24826400,28180089,Soil
Bacteria,F42,24520470,27069596,Soil
Bacteria,F43,20191620,22661322,Soil
Bacteria,F44,24188374,26879163,Soil
Bacteria,F45,26708108,30101044,Soil
Bacteria,F46,25062914,27771157,Soil
Bacteria,F47,36738242,41283636,Soil
Bacteria,F48,34263190,38109087,Soil
Bacteria,F49,26027992,28873319,Soil
Bacteria,F50,33864734,38239790,Soil
Bacteria,F51,28096143,32217510,Soil
Bacteria,F52,11813950,20866510,Soil
Bacteria,F53,19714176,21801147,Soil
Bacteria,F54,19873001,22324959,Soil
Bacteria,F55,20320752,22569623,Soil
Bacteria,F56,27128460,30126599,Soil
Bacteria,F57,31522668,35586146,Soil
Bacteria,F58,28658103,32526151,Soil
Bacteria,F59,31356558,35636166,Soil
Bacteria,F60,27183798,30078801,Soil
Bacteria,F61,27404238,30473286,Soil
Bacteria,F62,31877912,35769474,Soil
Bacteria,F63,28156527,31494767,Soil
Bacteria,F64,29715432,34285075,Soil
Bacteria,F65,38678223,44060508,Soil
Bacteria,F66,33120375,37390218,Soil
Bacteria,F67,30741330,34078733,Soil
Bacteria,F69,29987832,34056004,Soil
Bacteria,F70,33355484,37637862,Soil
Bacteria,F71,21418941,23852776,Soil
Bacteria,F73,30186374,33440647,Soil
Bacteria,F74,32591892,36951110,Soil
Bacteria,F75,15130727,21472499,Soil
Bacteria,F76,17790612,20034726,Soil
Bacteria,F77,32683518,37028794,Soil
Bacteria,F79,15942538,18088648,Soil
Bacteria,F80,20291422,23231940,Soil
Bacteria,F81,35581803,39944230,Soil
Bacteria,F83,28551255,31741951,Soil
Bacteria,F84,29356018,33041185,Soil
Bacteria,F85,28202348,31482259,Soil
Bacteria,F86,27394182,31053943,Soil
Bacteria,F87,31374314,35453956,Soil
Bacteria,F88,31881888,35653153,Soil
Bacteria,F90,36351000,41107390,Soil
