Kingdom,SampleID,Count,Total,Tissue
Archaea,F260,12620,32422748,Soil
Archaea,F261,14900,40107482,Soil
Archaea,F262,13378,31726425,Soil
Archaea,F263,6975,24648890,Soil
Archaea,F266,11619,30923748,Soil
Archaea,F267,70209,43051481,Soil
Archaea,F268,107054,31974448,Soil
Archaea,F269,25929,28241907,Soil
Archaea,F27,10727,30361017,Soil
Archaea,F270,24165,38910321,Soil
Archaea,F271,17097,33335544,Soil
Archaea,F272,10726,35505866,Soil
Archaea,F273,15539,41452187,Soil
Archaea,F274,20700,42107924,Soil
Archaea,F275,13226,27003560,Soil
Archaea,F276,17254,20574282,Soil
Archaea,F277,9484,43151631,Soil
Archaea,F278,15873,31899284,Soil
Archaea,F279,42610,28434577,Soil
Archaea,F28,78516,33060352,Soil
Archaea,F280,15440,28627826,Soil
Archaea,F281,12038,31164304,Soil
Archaea,F282,8607,25283413,Soil
Archaea,F283,24431,33738498,Soil
Archaea,F284,17653,33968089,Soil
Archaea,F285,22534,27242302,Soil
Archaea,F286,20815,27206083,Soil
Archaea,F287,9250,25610738,Soil
Archaea,F289,6749,35339559,Soil
Archaea,F29,21071,46344016,Soil
Archaea,F290,11759,27946377,Soil
Archaea,F291,12529,34396033,Soil
Archaea,F292,13836,23193678,Soil
Archaea,F294,18247,44046146,Soil
Archaea,F296,47231,33486260,Soil
Archaea,F297,18609,38228751,Soil
Archaea,F298,26660,41890826,Soil
Archaea,F299,11205,32085247,Soil
Archaea,F3,11373,31164889,Soil
Archaea,F30,38082,50664539,Soil
Archaea,F300,36164,29426249,Soil
Archaea,F301,61896,26197408,Soil
Archaea,F302,13568,35964622,Soil
Archaea,F303,32972,37710037,Soil
Archaea,F304,99293,36057424,Soil
Archaea,F31,20758,34711937,Soil
Archaea,F32,16568,32287568,Soil
Archaea,F33,6972,25998769,Soil
Archaea,F34,15928,29329730,Soil
Archaea,F35,18827,33610374,Soil
Archaea,F36,12838,30719272,Soil
Archaea,F37,9598,30171541,Soil
Archaea,F38,13173,26838304,Soil
Archaea,F39,32552,37937216,Soil
Archaea,F4,13607,36265122,Soil
Archaea,F40,42260,30437190,Soil
Archaea,F41,23319,28180089,Soil
Archaea,F42,74897,27069596,Soil
Archaea,F43,7690,22661322,Soil
Archaea,F44,8538,26879163,Soil
Archaea,F45,16809,30101044,Soil
Archaea,F46,19477,27771157,Soil
Archaea,F47,19647,41283636,Soil
Archaea,F48,19463,38109087,Soil
Archaea,F49,18760,28873319,Soil
Archaea,F50,23819,38239790,Soil
Archaea,F51,21168,32217510,Soil
Archaea,F52,9237,20866510,Soil
Archaea,F53,26536,21801147,Soil
Archaea,F54,11017,22324959,Soil
Archaea,F55,18439,22569623,Soil
Archaea,F56,14488,30126599,Soil
Archaea,F57,13798,35586146,Soil
Archaea,F58,11403,32526151,Soil
Archaea,F59,13983,35636166,Soil
Archaea,F60,20656,30078801,Soil
Archaea,F61,13481,30473286,Soil
Archaea,F62,12287,35769474,Soil
Archaea,F63,78004,31494767,Soil
Archaea,F64,372969,34285075,Soil
Archaea,F65,60186,44060508,Soil
Archaea,F66,15081,37390218,Soil
Archaea,F67,14029,34078733,Soil
Archaea,F69,16596,34056004,Soil
Archaea,F70,29913,37637862,Soil
Archaea,F71,162038,23852776,Soil
Archaea,F73,15363,33440647,Soil
Archaea,F74,54645,36951110,Soil
Archaea,F75,54872,21472499,Soil
Archaea,F76,47829,20034726,Soil
Archaea,F77,19157,37028794,Soil
Archaea,F79,16064,18088648,Soil
Archaea,F80,42103,23231940,Soil
Archaea,F81,9963,39944230,Soil
Archaea,F83,11987,31741951,Soil
Archaea,F84,13388,33041185,Soil
Archaea,F85,14326,31482259,Soil
Archaea,F86,13154,31053943,Soil
Archaea,F87,24745,35453956,Soil
Archaea,F88,11931,35653153,Soil
Archaea,F90,25157,41107390,Soil
Archaea,F91,25550,47624233,Soil
Archaea,F93,12408,24485149,Soil
Archaea,F94,57029,27911859,Soil
Archaea,F95,7990,26804543,Soil
Archaea,F96,11558,35366517,Soil
Archaea,F97,11261,35260731,Soil
Archaea,F98,27627,30902735,Soil
Archaea,F99,18687,33337703,Soil
Archaea,R1,44548,34629600,Soil
Archaea,R2,22655,32681101,Soil
Archaea,R3,11070,23300749,Soil
Archaea,R4,11605,28673240,Soil
Archaea,R5,41927,34432238,Soil
Archaea,R6,24128,36493337,Soil
Archaea,R7,10703,30320046,Soil
Archaea,R8,35319,24670584,Soil
Archaea,R9,93361,36974357,Soil
