SampleID	F	R	Extraction_batch	PCR_batch	Plate	Well	Ale_ID	SampleOrigin	IsolationMethod	Tissue	Site	Tree	GlobalSampleID	SampleType	SequencingType
Agar-16S-F11-R9	F11	R9	201	6	2	C9	127	Isolation	Agar	All	MTRD	C2	Isolation-Agar-MTRD-C2	Sample	MiSeq
Agar-16S-F11-R10	F11	R10	201	6	2	C10	128	Isolation	Agar	All	MTRD	C3	Isolation-Agar-MTRD-C3	Sample	MiSeq
Agar-16S-F11-R11	F11	R11	201	6	2	C11	129	Isolation	Agar	All	MTRD	C4	Isolation-Agar-MTRD-C4	Sample	MiSeq
Agar-16S-F11-R12	F11	R12	201	6	2	C12	130	Isolation	Agar	All	MTRD	C5	Isolation-Agar-MTRD-C5	Sample	MiSeq
Agar-16S-F11-R13	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F11-R14	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F11-R15	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F11-R16	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F11-R17	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F11-R18	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F11-R19	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F11-R20	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F11-R21	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F11-R22	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F11-R23	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F11-R24	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F12-R1	F12	R1	201	6	2	D1	131	Isolation	Agar	All	SAW	C1	Isolation-Agar-SAW-C1	Sample	MiSeq
Agar-16S-F12-R2	F12	R2	201	6	2	D2	132	Isolation	Agar	All	SAW	C2	Isolation-Agar-SAW-C2	Sample	MiSeq
Agar-16S-F12-R3	F12	R3	201	6	2	D3	133	Isolation	Agar	All	SAW	C3	Isolation-Agar-SAW-C3	Sample	MiSeq
Agar-16S-F12-R4	F12	R4	201	6	2	D4	134	Isolation	Agar	All	SAW	C4	Isolation-Agar-SAW-C4	Sample	MiSeq
Agar-16S-F12-R5	F12	R5	201	6	2	D5	135	Isolation	Agar	All	SAW	C5	Isolation-Agar-SAW-C5	Sample	MiSeq
Agar-16S-F12-R6	F12	R6	201	6	2	D6	136	Isolation	Agar	All	RWDN	C1	Isolation-Agar-RWDN-C1	Sample	MiSeq
Agar-16S-F12-R7	F12	R7	201	6	2	D7	137	Isolation	Agar	All	RWDN	C2	Isolation-Agar-RWDN-C2	Sample	MiSeq
Agar-16S-F12-R8	F12	R8	201	6	2	D8	138	Isolation	Agar	All	RWDN	C3	Isolation-Agar-RWDN-C3	Sample	MiSeq
Agar-16S-F12-R9	F12	R9	201	6	2	D9	139	Isolation	Agar	All	RWDN	C4	Isolation-Agar-RWDN-C4	Sample	MiSeq
Agar-16S-F12-R10	F12	R10	201	6	2	D10	140	Isolation	Agar	All	RWDN	C5	Isolation-Agar-RWDN-C5	Sample	MiSeq
Agar-16S-F12-R11	F12	R11	201	6	2	D11	141	Isolation	Agar	All	HLKH	C1	Isolation-Agar-HLKH-C1	Sample	MiSeq
Agar-16S-F12-R12	F12	R12	201	6	2	D12	142	Isolation	Agar	All	HLKH	C2	Isolation-Agar-HLKH-C2	Sample	MiSeq
Agar-16S-F12-R13	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F12-R14	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F12-R15	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F12-R16	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F12-R17	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F12-R18	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F12-R19	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F12-R20	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F12-R21	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F12-R22	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F12-R23	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F12-R24	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F13-R1	F13	R1	201	6	2	E1	143	Isolation	Agar	All	HLKH	C3	Isolation-Agar-HLKH-C3	Sample	MiSeq
Agar-16S-F13-R2	F13	R2	201	6	2	E2	144	Isolation	Agar	All	HLKH	C4	Isolation-Agar-HLKH-C4	Sample	MiSeq
Agar-16S-F13-R3	F13	R3	201	6	2	E3	145	Isolation	Agar	All	HLKH	C5	Isolation-Agar-HLKH-C5	Sample	MiSeq
Agar-16S-F13-R4	F13	R4	201	6	2	E4	146	Isolation	Agar	All	SNDR	C1	Isolation-Agar-SNDR-C1	Sample	MiSeq
Agar-16S-F13-R5	F13	R5	201	6	2	E5	147	Isolation	Agar	All	SNDR	C2	Isolation-Agar-SNDR-C2	Sample	MiSeq
Agar-16S-F13-R6	F13	R6	201	6	2	E6	148	Isolation	Agar	All	SNDR	C3	Isolation-Agar-SNDR-C3	Sample	MiSeq
Agar-16S-F13-R7	F13	R7	201	6	2	E7	149	Isolation	Agar	All	SNDR	C4	Isolation-Agar-SNDR-C4	Sample	MiSeq
Agar-16S-F13-R8	F13	R8	201	6	2	E8	150	Isolation	Agar	All	SNDR	C5	Isolation-Agar-SNDR-C5	Sample	MiSeq
Agar-16S-F13-R9	F13	R9	201	6	2	E9	Iso_Neg_Ctrol_1	Isolation	Agar	All	Isolation Negative	Isolation Negative	Isolation-Agar-Isolation Negative-Isolation Negative	Isolation_Negative	MiSeq
Agar-16S-F13-R10	F13	R10	201	6	2	E10	Iso_Neg_Ctrol_2	Isolation	Agar	All	Isolation Negative	Isolation Negative	Isolation-Agar-Isolation Negative-Isolation Negative	Isolation_Negative	MiSeq
Agar-16S-F13-R11	F13	R11	201	6	2	E11	Iso_Neg_Ctrol_3	Isolation	Agar	All	Isolation Negative	Isolation Negative	Isolation-Agar-Isolation Negative-Isolation Negative	Isolation_Negative	MiSeq
Agar-16S-F13-R12	F13	R12	201	6	2	E12	DNA_Neg_Ctrol	Isolation	Agar	All	Negctrl	Negctrl	Isolation-Agar-Negctrl-Negctrl	DNA_Negative	MiSeq
Agar-16S-F13-R13	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F13-R14	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F13-R15	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F13-R16	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F13-R17	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F13-R18	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F13-R19	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F13-R20	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F13-R21	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F13-R22	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F13-R23	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F13-R24	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R1	F14	R1	201	6	2	F1	PCR_Neg_Ctrol_3	Isolation	Agar	All	PCR Negative	PCR Negative	Isolation-Agar-PCR Negative-PCR Negative	PCR_Negative	MiSeq
Agar-16S-F14-R2	F14	R2	201	6	2	F2	PCR_Neg_Ctrol_4	Isolation	Agar	All	PCR Negative	PCR Negative	Isolation-Agar-PCR Negative-PCR Negative	PCR_Negative	MiSeq
Agar-16S-F14-R3	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R4	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R5	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R6	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R7	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R8	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R9	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R10	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R11	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R12	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R13	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R14	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R15	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R16	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R17	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R18	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R19	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R20	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R21	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R22	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R23	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F14-R24	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R1	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R2	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R3	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R4	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R5	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R6	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R7	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R8	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R9	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R10	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R11	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R12	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R13	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R14	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R15	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R16	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R17	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R18	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R19	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R20	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R21	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R22	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R23	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F15-R24	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R1	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R2	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R3	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R4	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R5	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R6	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R7	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R8	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R9	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R10	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R11	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R12	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R13	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R14	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R15	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R16	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R17	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R18	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R19	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R20	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R21	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R22	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R23	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F16-R24	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R1	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R2	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R3	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R4	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R5	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R6	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R7	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R8	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R9	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R10	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R11	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R12	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R13	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R14	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R15	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R16	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R17	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R18	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R19	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R20	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R21	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R22	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R23	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F17-R24	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R1	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R2	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R3	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R4	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R5	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R6	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R7	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R8	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R9	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R10	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R11	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R12	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R13	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R14	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R15	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R16	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R17	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R18	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R19	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R20	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R21	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R22	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R23	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F18-R24	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R1	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R2	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R3	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R4	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R5	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R6	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R7	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R8	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R9	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R10	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R11	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R12	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R13	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R14	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R15	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R16	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R17	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R18	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R19	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R20	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R21	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R22	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R23	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
Agar-16S-F19-R24	NA	NA	NA	NA	NA	NA	NA	Isolation	Agar	All	NA	NA	NA	Unused	MiSeq
