Plate,Well,Tube,Extraction,Date,Tissue,Site,Tree,SampleWeight,Fluoro,Conc,Band_intensity,Pool,Fw_barcode,Rev_barcode
3,F7,NA,9,10/03/2022,Leaf,HLKH,A15,0.19,798.154,48.6594767,High,Y,F19,R22
3,G7,NA,9,10/03/2022,Leaf,HLKH,A9,0.19,807.074,49.47828151,High,Y,F19,R23
3,H7,NA,9,10/03/2022,Leaf,HRWD,C2,0.2,725.4,41.98107699,High,Y,F19,R24
3,A8,NA,9,10/03/2022,Leaf,HTCH,A9,0.22,945.889,62.22070194,High,Y,F20,R17
3,B8,NA,9,10/03/2022,Leaf,HTCH,A18,0.06,776.992,46.71692653,High,Y,F20,R18
3,C8,NA,9,10/03/2022,Leaf,LNGDL,A14,0.18,765.325,45.64596288,High,Y,F20,R19
3,D8,NA,9,10/03/2022,Leaf,LNGDL,A7,0.15,785.72,47.51810685,High,Y,F20,R20
3,E8,NA,9,10/03/2022,Leaf,MALDW,C3,0.18,957.603,63.29597992,High,Y,F20,R21
3,F8,NA,9,10/03/2022,Leaf,MOCCA,C1,0.21,741.419,43.45152926,High,Y,F20,R22
3,G8,NA,9,10/03/2022,Leaf,RCHMD,A17,0.21,937.494,61.45008911,High,Y,F20,R23
3,H8,NA,9,10/03/2022,Leaf,RCHMD,A12,0.19,806.991,49.47066259,High,Y,F20,R24
3,A9,NA,9,10/03/2022,Leaf,RWDN,C1,0.17,915.439,59.42556667,High,Y,F21,R17
3,B9,NA,9,10/03/2022,Leaf,RWDN,C2,0.13,852.997,53.69374939,High,Y,F21,R18
3,C9,NA,9,10/03/2022,Leaf,STHWK,A20,0.19,750.346,44.27097664,High,Y,F21,R19
3,D9,NA,9,10/03/2022,Leaf,STHWK,A17,0.23,588.108,29.37845922,High,Y,F21,R20
3,E9,NA,9,10/03/2022,Leaf,STHWK,A18,0.16,790.827,47.98690014,High,Y,F21,R21
3,F9,NA,9,10/03/2022,Leaf,STRTS,C1,0.16,643.078,34.42438978,High,Y,F21,R22
3,G9,NA,9,10/03/2022,Leaf,TAWWD,C2,0.18,654.329,35.45716702,Mid,Y,F21,R23
3,H9,NA,9,10/03/2022,Leaf,WLDCP,C4,0.17,762.823,45.41629364,High,Y,F21,R24
3,A10,NA,9,10/03/2022,Leaf,Negctrl,Negctrl,0,275.642,0.695873466,Low,Y,F22,R17
3,B10,NA,10,21/03/2022,Leaf,ANCST,C5,0.22,787.986,47.72611265,High,Y,F22,R18
3,C10,NA,10,21/03/2022,Leaf,ATTP,A10,0.18,755.185,44.71516907,High,Y,F22,R19
3,D10,NA,10,21/03/2022,Leaf,CDPM,C5,0.21,640.657,34.20215587,High,Y,F22,R20
3,E10,NA,10,21/03/2022,Leaf,CROC,C4,0.27,532.657,24.28837562,High,Y,F22,R21
3,F10,NA,10,21/03/2022,Leaf,GMKW,A15,0.24,643.522,34.46514643,High,Y,F22,R22
3,G10,NA,10,21/03/2022,Leaf,GMKW,C4,0.21,662.167,36.17665044,High,Y,F22,R23
3,H10,NA,10,21/03/2022,Leaf,GMKW,C1,0.19,782.63,47.23446258,High,Y,F22,R24
3,A11,NA,10,21/03/2022,Leaf,HLKH,C4,0.23,1074.106,73.99028678,High,Y,F23,R17
3,B11,NA,10,21/03/2022,Leaf,HOEF,A12,0.17,927.086,60.49469444,High,Y,F23,R18
3,C11,NA,10,21/03/2022,Leaf,HOEF,A6,0.22,885.869,56.71121036,High,Y,F23,R19
3,D11,NA,10,21/03/2022,Leaf,HOEF,A10,0.21,776.808,46.70003639,High,Y,F23,R20
3,E11,NA,10,21/03/2022,Leaf,HTCH,A19,0.2,987.569,66.04668676,High,Y,F23,R21
3,F11,NA,10,21/03/2022,Leaf,HTCH,A10,0.16,842.331,52.71467179,High,Y,F23,R22
3,G11,NA,10,21/03/2022,Leaf,HTCH,A16,0.21,817.016,50.39090006,High,Y,F23,R23
3,H11,NA,10,21/03/2022,Leaf,LINEAG,C1,0.29,794.944,48.36481712,High,Y,F23,R24
3,A12,NA,10,21/03/2022,Leaf,LNGDL,A16,0.18,983.303,65.65509244,High,Y,F24,R17
3,B12,NA,10,21/03/2022,Leaf,LNGDL,C4,0.22,1018.22,68.86027268,High,Y,F24,R18
3,C12,NA,10,21/03/2022,Leaf,MOCCA,A13,0.19,904.002,58.3757157,High,Y,F24,R19
3,D12,NA,10,21/03/2022,Leaf,MOCCA,A7,0.22,838.068,52.32335286,High,Y,F24,R20
3,E12,NA,10,21/03/2022,Leaf,MOCCA,A17,0.27,998.06,67.00970036,High,Y,F24,R21
3,F12,NA,10,21/03/2022,Leaf,MTRD,C1,0.25,727.873,42.2080842,High,Y,F24,R22
3,G12,NA,10,21/03/2022,Leaf,RCHMD,A9,0.22,1066.527,73.29457807,High,Y,F24,R23
3,H12,NA,10,21/03/2022,Leaf,RCHMD,A16,0.19,1091.697,75.60503964,High,Y,F24,R24
4,A1,NA,10,21/03/2022,Leaf,RCHMD,C5,0.24,605.905,31.01212169,High,Y,F13,R1
4,B1,NA,10,21/03/2022,Leaf,SAW,C2,0.26,817.414,50.42743418,High,Y,F13,R2
4,C1,NA,10,21/03/2022,Leaf,STRTS,C5,0.17,637.636,33.92484541,High,Y,F13,R3
4,D1,NA,10,21/03/2022,Leaf,TAWWD,C5,0.18,677.763,37.60827375,High,Y,F13,R4
4,E1,NA,10,21/03/2022,Leaf,WINDW,A17,0.22,661.651,36.1292846,High,Y,F13,R5
4,F1,NA,10,21/03/2022,Leaf,WINDW,A15,0.17,825.742,51.19189679,High,Y,F13,R6
4,G1,NA,11,22/03/2022,Leaf,CDS,C1,0.23,614.872,31.83524084,High,Y,F13,R7
4,H1,NA,11,22/03/2022,Leaf,CDS,C2,0.27,751.215,44.35074585,Vlow,Y,F13,R8
13,A9,NA,11,22/03/2022,Leaf,HLKH,A11,0.28,739.142,48.79391498,High,Y,F14,R1
13,B9,NA,11,22/03/2022,Leaf,HRWD,C1,0.17,652.644,42.15925836,High,Y,F14,R2
13,C9,NA,11,22/03/2022,Leaf,LNGDL,A20,0.21,1102.214,76.64262881,High,Y,F14,R3
13,D9,NA,11,22/03/2022,Leaf,LWBKR,C4,0.29,674.066,43.80239016,High,Y,F14,R4
13,E9,NA,11,22/03/2022,Leaf,SLCY,C5,0.21,745.543,49.28489092,High,Y,F14,R5
13,F9,NA,11,22/03/2022,Leaf,STHWK,C2,0.21,780.348,51.95453905,High,Y,F14,R6
13,G9,NA,11,22/03/2022,Leaf,WINDW,A20,0.23,461.871,27.52639578,High,Y,F14,R7
13,H9,NA,11,22/03/2022,Leaf,WLDCP,C5,0.21,612.272,39.0626046,High,Y,F14,R8
4,A3,NA,11,22/03/2022,Leaf,TAWWD,C1,0.23,895.74,57.61731151,High,Y,F15,R1
4,B3,NA,11,22/03/2022,Leaf,Negctrl,Negctrl,0,471.147,18.64211059,Vlow,Y,F15,R2
4,C3,NA,11,22/03/2022,Leaf,Negctrl,Negctrl,0,394.451,11.6018579,Vlow,Y,F15,R3
4,D3,NA,12,23/03/2022,Leaf,MOCCA,CE28,0.21,1097.665,76.15286779,High,Y,F15,R4
4,E3,NA,12,23/03/2022,Leaf,MOCCA,E39,0.25,836.771,52.2042957,High,Y,F15,R5
4,F3,NA,12,23/03/2022,Leaf,MOCCA,CE22,0.25,809.178,49.67141664,High,Y,F15,R6
4,G3,NA,12,23/03/2022,Leaf,MOCCA,E40,0.21,638.897,34.04059797,High,Y,F15,R7
4,H3,NA,12,23/03/2022,Leaf,MOCCA,E45,0.22,677.428,37.57752267,High,Y,F15,R8
4,A4,NA,12,23/03/2022,Leaf,MOCCA,CE27,0.23,899.657,57.97686964,High,Y,F16,R1
4,B4,NA,12,23/03/2022,Leaf,MOCCA,E38,0.2,879.233,56.10206364,High,Y,F16,R2
4,C4,NA,12,23/03/2022,Leaf,MOCCA,E31,0.26,922.083,60.03544775,High,Y,F16,R3
4,D4,NA,12,23/03/2022,Leaf,MOCCA,E32,0.25,904.8,58.44896752,High,Y,F16,R4
4,E4,NA,12,23/03/2022,Leaf,MOCCA,CE26,0.22,744.055,43.69349894,High,Y,F16,R5
4,F4,NA,12,23/03/2022,Leaf,MOCCA,CE23,0.22,893.488,57.41059084,High,Y,F16,R6
4,G4,NA,12,23/03/2022,Leaf,MOCCA,E41,0.26,712.77,40.82171546,High,Y,F16,R7
4,H4,NA,12,23/03/2022,Leaf,MOCCA,E43,0.23,721.468,41.62014195,Mid,Y,F16,R8
4,A5,NA,12,23/03/2022,Leaf,MOCCA,CE21,0.24,1476.433,110.9215967,High,Y,F17,R1
4,B5,NA,12,23/03/2022,Leaf,MOCCA,E33,0.24,944.429,62.08668232,High,Y,F17,R2
4,C5,NA,12,23/03/2022,Leaf,MOCCA,E42,0.23,640.954,34.22941877,High,Y,F17,R3
4,D5,NA,12,23/03/2022,Leaf,MOCCA,E35,0.25,853.879,53.77471193,High,Y,F17,R4
4,E5,NA,12,23/03/2022,Leaf,STHWK,E35,0.2,869.328,55.19284148,High,Y,F17,R5
4,F5,NA,12,23/03/2022,Leaf,STHWK,E34,0.22,822.117,50.85914259,High,Y,F17,R6
4,G5,NA,12,23/03/2022,Leaf,STHWK,E40,0.2,817.938,50.47553437,High,Y,F17,R7
4,H5,NA,12,23/03/2022,Leaf,STHWK,CE21,0.25,652.503,35.2895507,High,Y,F17,R8
4,A6,NA,12,23/03/2022,Leaf,STHWK,CE25,0.27,935.644,61.28026973,High,Y,F18,R1
4,B6,NA,12,23/03/2022,Leaf,STHWK,E32,0.22,791.565,48.05464431,High,Y,F18,R2
4,C6,NA,12,23/03/2022,Leaf,STHWK,E36,0.23,805.161,49.30267909,High,Y,F18,R3
4,D6,NA,12,23/03/2022,Leaf,STHWK,CE23,0.22,811.401,49.87547528,High,Y,F18,R4
4,E6,NA,13,24/03/2022,Leaf,STHWK,CE28,0.2,929.945,60.75713423,High,Y,F18,R5
4,F6,NA,13,24/03/2022,Leaf,STHWK,E39,0.25,723.579,41.81391964,High,Y,F18,R6
4,G6,NA,13,24/03/2022,Leaf,STHWK,E43,0.25,660.962,36.06603836,High,Y,F18,R7
4,H6,NA,13,24/03/2022,Leaf,STHWK,CE29,0.25,680.242,37.83583172,High,Y,F18,R8
13,A10,NA,13,24/03/2022,Leaf,MOCCA,E34,0.26,875.461,59.24999207,High,Y,F19,R1
13,B10,NA,13,24/03/2022,Leaf,MOCCA,E37,0.22,830.6,55.80901851,High,Y,F19,R2
13,C10,NA,13,24/03/2022,Leaf,MOCCA,CE25,0.28,912.174,62.06598953,High,Y,F19,R3
13,D10,NA,13,24/03/2022,Leaf,MOCCA,CE24,0.21,745.865,49.30958929,High,Y,F19,R4
13,E10,NA,13,24/03/2022,Leaf,MOCCA,E44,0.25,964.396,66.07157391,High,Y,F19,R5
13,F10,NA,13,24/03/2022,Leaf,MOCCA,CE30,0.22,1002.757,69.01397793,High,Y,F19,R6
13,G10,NA,13,24/03/2022,Leaf,MOCCA,E36,0.19,536.968,33.28656143,High,Y,F19,R7
13,H10,NA,13,24/03/2022,Leaf,MOCCA,CE29,0.21,718.387,47.20194409,High,Y,F19,R8
4,A8,NA,13,24/03/2022,Leaf,STHWK,E33,0.25,806.31,49.4081507,High,Y,F20,R1
4,B8,NA,13,24/03/2022,Leaf,STHWK,CE26,0.24,730.586,42.45712203,High,Y,F20,R2
4,C8,NA,13,24/03/2022,Leaf,STHWK,E42,0.22,961.575,63.66058673,High,Y,F20,R3
4,D8,NA,13,24/03/2022,Leaf,STHWK,E38,0.19,999.48,67.14004822,High,Y,F20,R4
4,E8,NA,13,24/03/2022,Leaf,STHWK,E31,0.25,912.829,59.18598365,High,Y,F20,R5
4,F8,NA,13,24/03/2022,Leaf,STHWK,E44,0.19,1157.164,81.61453457,High,Y,F20,R6
4,G8,NA,13,24/03/2022,Leaf,STHWK,CE22,0.21,763.677,45.49468594,High,Y,F20,R7
4,H8,NA,13,24/03/2022,Leaf,STHWK,CE27,0.17,709.386,40.51108368,High,Y,F20,R8
4,A9,NA,13,24/03/2022,Leaf,STHWK,CE24,0.21,1306.102,95.2861883,High,Y,F21,R1
4,B9,NA,13,24/03/2022,Leaf,STHWK,E37,0.22,1139.323,79.97683314,High,Y,F21,R2
4,C9,NA,13,24/03/2022,Leaf,STHWK,E45,0.2,1016.75,68.72533511,High,Y,F21,R3
4,D9,NA,13,24/03/2022,Leaf,STHWK,E41,0.26,969.261,64.36611742,High,Y,F21,R4
4,E9,NA,13,24/03/2022,Leaf,STHWK,CE30,0.19,1012.329,68.31951268,High,Y,F21,R5
4,F9,NA,12,23/03/2022,Leaf,Negctrl,Negctrl,0,477.866,19.25887623,Vlow,Y,F21,R6
4,G9,NA,13,24/03/2022,Leaf,Negctrl,Negctrl,0,442.783,16.03845815,Vlow,Y,F21,R7
4,H9,NA,1,21/02/2022,Leaf,Negctrl,Negctrl,0,151.998,-10.65393622,Vlow,Y,F21,R8
4,A10,NA,2,22/02/2022,Leaf,Negctrl,Negctrl,0,367.503,9.128186134,Vlow,Y,F22,R1
4,B10,NA,3,23/02/2022,Leaf,Negctrl,Negctrl,0,430.436,14.9050744,Vlow,Y,F22,R2
4,C10,NA,4,24/02/2022,Leaf,Negctrl,Negctrl,0,486.602,20.0607909,Vlow,Y,F22,R3
4,D10,NA,5,25/02/2022,Leaf,Negctrl,Negctrl,0,399.619,12.07625064,Vlow,Y,F22,R4
4,E10,NA,R,07/04/2022,Leaf,Negctrl,Negctrl,0,355.69,8.043820521,Vlow,Y,F22,R5
4,B12,NA,NA,11/11/2022,Leaf,PCR Negative,PCR Negative,0,1073.668,73.9500809,Low,Y,F24,R2
