Plate,Well,Extraction,Date,SampleOrigin,Tissue,Site,Tree,SampleWeight,Conc,F,R,SampleID
14,F7,7,22/09/2022,Microbiome,Stem,STHWK,C3,0.24,42.04612142,F10,R14,Stem-ITS-F10-R14
14,G7,7,22/09/2022,Microbiome,Stem,STHWK,A7,0.2,34.67964142,F10,R15,Stem-ITS-F10-R15
14,H7,7,22/09/2022,Microbiome,Stem,STRTS,C2,0.18,33.1404422,F10,R16,Stem-ITS-F10-R16
6,A11,7,22/09/2022,Microbiome,Stem,TAWWD,C1,0.22,87.90831632,F11,R9,Stem-ITS-F11-R9
6,B11,7,22/09/2022,Microbiome,Stem,WINDW,A7,0.2,54.1270183,F11,R10,Stem-ITS-F11-R10
6,C11,7,22/09/2022,Microbiome,Stem,WINDW,A6,0.19,64.52519688,F11,R11,Stem-ITS-F11-R11
6,D11,7,22/09/2022,Microbiome,Stem,ATTP,A6,0.1,35.49397652,F11,R12,Stem-ITS-F11-R12
6,E11,7,22/09/2022,Microbiome,Stem,ATTP,A13,0.12,10.07880751,F11,R13,Stem-ITS-F11-R13
6,F11,7,22/09/2022,Microbiome,Stem,ATTP,A8,0.14,34.91732497,F11,R14,Stem-ITS-F11-R14
6,G11,7,22/09/2022,Microbiome,Stem,ATTP,A9,0.13,33.5458269,F11,R15,Stem-ITS-F11-R15
6,H11,7,22/09/2022,Microbiome,Stem,ATTP,A11,0.14,22.25687681,F11,R16,Stem-ITS-F11-R16
6,A12,7,22/09/2022,Microbiome,Stem,CDPM,C1,0.09,67.76975685,F12,R9,Stem-ITS-F12-R9
6,B12,7,22/09/2022,Microbiome,Stem,CROC,C3,0.09,58.73288718,F12,R10,Stem-ITS-F12-R10
6,C12,7,22/09/2022,Microbiome,Stem,CROC,C1,0.14,27.49566712,F12,R11,Stem-ITS-F12-R11
6,D12,7,22/09/2022,Microbiome,Stem,GMKW,A7,0.21,23.94607482,F12,R12,Stem-ITS-F12-R12
6,E12,7,22/09/2022,Microbiome,Stem,GMKW,A9,0.18,59.82698298,F12,R13,Stem-ITS-F12-R13
6,F12,7,22/09/2022,Microbiome,Stem,HOEF,C3,0.1,15.23232094,F12,R14,Stem-ITS-F12-R14
6,G12,7,22/09/2022,Microbiome,Stem,HTCH,A14,0.21,36.37584399,F12,R15,Stem-ITS-F12-R15
6,H12,7,22/09/2022,Microbiome,Stem,HTCH,A8,0.19,7.099441158,F12,R16,Stem-ITS-F12-R16
7,A1,7,22/09/2022,Microbiome,Stem,LNGDL,A8,0.14,6.931824836,F13,R17,Stem-ITS-F13-R17
7,B1,7,22/09/2022,Microbiome,Stem,LNGDL,C5,0.14,7.805155441,F13,R18,Stem-ITS-F13-R18
7,C1,7,22/09/2022,Microbiome,Stem,Negctrl,Negctrl,0,15.36689133,F13,R19,Stem-ITS-F13-R19
7,D1,8,23/09/2022,Microbiome,Stem,LNGDL,A12,0.12,25.59304746,F13,R20,Stem-ITS-F13-R20
7,E1,8,23/09/2022,Microbiome,Stem,LNGDL,A17,0.15,7.447616792,F13,R21,Stem-ITS-F13-R21
7,F1,8,23/09/2022,Microbiome,Stem,LNGDL,A19,0.11,4.326795485,F13,R22,Stem-ITS-F13-R22
7,G1,8,23/09/2022,Microbiome,Stem,LWBKR,C5,0.11,-7.142254946,F13,R23,Stem-ITS-F13-R23
7,H1,8,23/09/2022,Microbiome,Stem,MALDW,C2,0.12,2.683402819,F13,R24,Stem-ITS-F13-R24
7,A2,8,23/09/2022,Microbiome,Stem,MOCCA,C2,0.17,6.931824836,F14,R17,Stem-ITS-F14-R17
7,B2,8,23/09/2022,Microbiome,Stem,MOCCA,A12,0.17,7.805155441,F14,R18,Stem-ITS-F14-R18
7,C2,8,23/09/2022,Microbiome,Stem,RCHMD,A14,0.12,15.36689133,F14,R19,Stem-ITS-F14-R19
7,D2,8,23/09/2022,Microbiome,Stem,SAW,C4,0.11,25.59304746,F14,R20,Stem-ITS-F14-R20
7,E2,8,23/09/2022,Microbiome,Stem,SLCY,C4,0.2,7.447616792,F14,R21,Stem-ITS-F14-R21
7,F2,8,23/09/2022,Microbiome,Stem,SNDR,C2,0.13,4.326795485,F14,R22,Stem-ITS-F14-R22
7,G2,8,23/09/2022,Microbiome,Stem,STHWK,A9,0.22,-7.142254946,F14,R23,Stem-ITS-F14-R23
7,H2,8,23/09/2022,Microbiome,Stem,WINDW,A14,0.15,2.683402819,F14,R24,Stem-ITS-F14-R24
7,A3,8,23/09/2022,Microbiome,Stem,WINDW,A11,0.18,21.63524607,F15,R17,Stem-ITS-F15-R17
7,B3,8,23/09/2022,Microbiome,Stem,ANCST,C2,0.21,20.05179506,F15,R18,Stem-ITS-F15-R18
7,C3,8,23/09/2022,Microbiome,Stem,ASHC,C3,0.19,31.73151332,F15,R19,Stem-ITS-F15-R19
7,D3,8,23/09/2022,Microbiome,Stem,ASHC,C2,0.15,42.78400139,F15,R20,Stem-ITS-F15-R20
7,E3,8,23/09/2022,Microbiome,Stem,DYMK,C3,0.11,18.18084442,F15,R21,Stem-ITS-F15-R21
7,F3,8,23/09/2022,Microbiome,Stem,DYMK,C2,0.18,19.15753537,F15,R22,Stem-ITS-F15-R22
7,G3,8,23/09/2022,Microbiome,Stem,GMKW,A16,0.15,-9.632174292,F15,R23,Stem-ITS-F15-R23
7,H3,8,23/09/2022,Microbiome,Stem,HLKH,A8,0.21,1.733699388,F15,R24,Stem-ITS-F15-R24
7,A4,8,23/09/2022,Microbiome,Stem,HLKH,C2,0.19,37.63663817,F16,R17,Stem-ITS-F16-R17
7,B4,8,23/09/2022,Microbiome,Stem,HLKH,A19,0.17,30.17009293,F16,R18,Stem-ITS-F16-R18
7,C4,8,23/09/2022,Microbiome,Stem,HLKH,A13,0.24,41.96721605,F16,R19,Stem-ITS-F16-R19
7,D4,8,23/09/2022,Microbiome,Stem,HOEF,A18,0.15,35.6926193,F16,R20,Stem-ITS-F16-R20
7,E4,8,23/09/2022,Microbiome,Stem,HRWD,C4,0.15,44.52800057,F16,R21,Stem-ITS-F16-R21
7,F4,8,23/09/2022,Microbiome,Stem,HTCH,A20,0.15,35.35325592,F16,R22,Stem-ITS-F16-R22
7,G4,8,23/09/2022,Microbiome,Stem,LNGDL,C1,0.13,21.45551291,F16,R23,Stem-ITS-F16-R23
7,H4,8,23/09/2022,Microbiome,Stem,LNGDL,A13,0.12,1.349081432,F16,R24,Stem-ITS-F16-R24
7,A5,8,23/09/2022,Microbiome,Stem,Negctrl,Negctrl,0,5.888215875,F17,R17,Stem-ITS-F17-R17
7,B5,9,03/10/2022,Microbiome,Stem,LNGDL,A18,0.1,22.71291071,F17,R18,Stem-ITS-F17-R18
7,C5,9,03/10/2022,Microbiome,Stem,LWBKR,C2,0.14,43.57526793,F17,R19,Stem-ITS-F17-R19
7,D5,9,03/10/2022,Microbiome,Stem,MCOU,C3,0.13,23.82701766,F17,R20,Stem-ITS-F17-R20
7,E5,9,03/10/2022,Microbiome,Stem,MCOU,C1,0.16,32.28035121,F17,R21,Stem-ITS-F17-R21
7,F5,9,03/10/2022,Microbiome,Stem,MTRD,C5,0.11,32.80550618,F17,R22,Stem-ITS-F17-R22
7,G5,9,03/10/2022,Microbiome,Stem,MTRD,C2,0.14,14.67613951,F17,R23,Stem-ITS-F17-R23
7,H5,9,03/10/2022,Microbiome,Stem,RCHMD,A13,0.14,23.1688528,F17,R24,Stem-ITS-F17-R24
7,A6,9,03/10/2022,Microbiome,Stem,STHWK,A19,0.18,6.023520617,F18,R17,Stem-ITS-F18-R17
7,B6,9,03/10/2022,Microbiome,Stem,WINDW,A9,0.16,47.93127282,F18,R18,Stem-ITS-F18-R18
7,C6,9,03/10/2022,Microbiome,Stem,WINDW,A12,0.17,41.08452243,F18,R19,Stem-ITS-F18-R19
7,D6,9,03/10/2022,Microbiome,Stem,WINDW,C2,0.14,47.63844913,F18,R20,Stem-ITS-F18-R20
7,E6,9,03/10/2022,Microbiome,Stem,WINDW,C1,0.25,46.24492044,F18,R21,Stem-ITS-F18-R21
7,F6,9,03/10/2022,Microbiome,Stem,WLDCP,C2,0.12,35.58264978,F18,R22,Stem-ITS-F18-R22
7,G6,9,03/10/2022,Microbiome,Stem,WLDCP,C3,0.13,28.71772413,F18,R23,Stem-ITS-F18-R23
7,H6,9,03/10/2022,Microbiome,Stem,ASHC,C6,0.17,27.01833696,F18,R24,Stem-ITS-F18-R24
7,A7,9,03/10/2022,Microbiome,Stem,ASHC,C1,0.09,13.95702327,F19,R17,Stem-ITS-F19-R17
7,B7,9,03/10/2022,Microbiome,Stem,ATTP,A17,0.12,32.08987812,F19,R18,Stem-ITS-F19-R18
7,C7,9,03/10/2022,Microbiome,Stem,BBW,C3,0.13,14.81089349,F19,R19,Stem-ITS-F19-R19
7,D7,9,03/10/2022,Microbiome,Stem,CDS,C4,0.13,13.73846113,F19,R20,Stem-ITS-F19-R20
7,E7,9,03/10/2022,Microbiome,Stem,GMKW,A8,0.18,52.85355651,F19,R21,Stem-ITS-F19-R21
7,F7,9,03/10/2022,Microbiome,Stem,GMKW,A18,0.24,28.43885316,F19,R22,Stem-ITS-F19-R22
7,G7,9,03/10/2022,Microbiome,Stem,GMKW,C2,0.2,26.1394069,F19,R23,Stem-ITS-F19-R23
7,H7,9,03/10/2022,Microbiome,Stem,GMKW,A12,0.15,-16.28973671,F19,R24,Stem-ITS-F19-R24
14,A8,9,03/10/2022,Microbiome,Stem,HLKH,A10,0.2,6.101558711,F20,R17,Stem-ITS-F20-R17
14,B8,9,03/10/2022,Microbiome,Stem,HLKH,A15,0.22,28.67954877,F20,R18,Stem-ITS-F20-R18
14,C8,9,03/10/2022,Microbiome,Stem,HLKH,A9,0.14,53.00107486,F20,R19,Stem-ITS-F20-R19
14,D8,9,03/10/2022,Microbiome,Stem,HRWD,C2,0.16,36.95986839,F20,R20,Stem-ITS-F20-R20
14,E8,9,03/10/2022,Microbiome,Stem,HTCH,A9,0.22,49.21823601,F20,R21,Stem-ITS-F20-R21
14,F8,9,03/10/2022,Microbiome,Stem,HTCH,A18,0.22,15.48287328,F20,R22,Stem-ITS-F20-R22
14,G8,9,03/10/2022,Microbiome,Stem,Negctrl,Negctrl,0,10.55209723,F20,R23,Stem-ITS-F20-R23
14,H8,10,04/10/2022,Microbiome,Stem,LNGDL,A14,0.17,38.64135169,F20,R24,Stem-ITS-F20-R24
7,A9,10,04/10/2022,Microbiome,Stem,LNGDL,A7,0.18,47.36003713,F21,R17,Stem-ITS-F21-R17
7,B9,10,04/10/2022,Microbiome,Stem,MALDW,C3,0.12,57.13686035,F21,R18,Stem-ITS-F21-R18
7,C9,10,04/10/2022,Microbiome,Stem,MOCCA,C1,0.08,28.05496956,F21,R19,Stem-ITS-F21-R19
7,D9,10,04/10/2022,Microbiome,Stem,RCHMD,A17,0.07,14.77142196,F21,R20,Stem-ITS-F21-R20
7,E9,10,04/10/2022,Microbiome,Stem,RCHMD,A12,0.09,50.71878916,F21,R21,Stem-ITS-F21-R21
7,F9,10,04/10/2022,Microbiome,Stem,RWDN,C1,0.09,43.93620297,F21,R22,Stem-ITS-F21-R22
7,G9,10,04/10/2022,Microbiome,Stem,RWDN,C2,0.13,31.39903451,F21,R23,Stem-ITS-F21-R23
7,H9,10,04/10/2022,Microbiome,Stem,STHWK,A20,0.16,24.19144088,F21,R24,Stem-ITS-F21-R24
14,A9,10,04/10/2022,Microbiome,Stem,STHWK,A17,0.16,33.04671113,F22,R17,Stem-ITS-F22-R17
14,B9,10,04/10/2022,Microbiome,Stem,STHWK,A18,0.21,15.54032383,F22,R18,Stem-ITS-F22-R18
14,C9,10,04/10/2022,Microbiome,Stem,STRTS,C1,0.2,28.64833065,F22,R19,Stem-ITS-F22-R19
14,D9,10,04/10/2022,Microbiome,Stem,TAWWD,C2,0.21,10.10668288,F22,R20,Stem-ITS-F22-R20
14,E9,10,04/10/2022,Microbiome,Stem,WLDCP,C4,0.11,30.32544188,F22,R21,Stem-ITS-F22-R21
14,F9,10,04/10/2022,Microbiome,Stem,ANCST,C5,0.19,29.06927675,F22,R22,Stem-ITS-F22-R22
14,G9,10,04/10/2022,Microbiome,Stem,ATTP,A10,0.13,14.7868702,F22,R23,Stem-ITS-F22-R23
14,H9,10,04/10/2022,Microbiome,Stem,CDPM,C5,0.08,14.3327117,F22,R24,Stem-ITS-F22-R24
7,A11,10,04/10/2022,Microbiome,Stem,CROC,C4,0.1,41.48584695,F23,R17,Stem-ITS-F23-R17
7,B11,10,04/10/2022,Microbiome,Stem,GMKW,A15,0.15,72.5615091,F23,R18,Stem-ITS-F23-R18
7,C11,10,04/10/2022,Microbiome,Stem,GMKW,C4,0.2,68.02466951,F23,R19,Stem-ITS-F23-R19
7,D11,10,04/10/2022,Microbiome,Stem,GMKW,C1,0.16,66.64243152,F23,R20,Stem-ITS-F23-R20
7,E11,10,04/10/2022,Microbiome,Stem,HLKH,C4,0.16,38.49904526,F23,R21,Stem-ITS-F23-R21
7,F11,10,04/10/2022,Microbiome,Stem,HOEF,A12,0.14,30.9351981,F23,R22,Stem-ITS-F23-R22
7,G11,10,04/10/2022,Microbiome,Stem,HOEF,A6,0.15,15.0186239,F23,R23,Stem-ITS-F23-R23
7,H11,10,04/10/2022,Microbiome,Stem,HOEF,A10,0.08,2.094450836,F23,R24,Stem-ITS-F23-R24
7,A12,10,04/10/2022,Microbiome,Stem,HTCH,A19,0.15,61.25484272,F24,R17,Stem-ITS-F24-R17
7,B12,10,04/10/2022,Microbiome,Stem,HTCH,A10,0.18,41.25112902,F24,R18,Stem-ITS-F24-R18
7,C12,10,04/10/2022,Microbiome,Stem,HTCH,A16,0.19,65.67143182,F24,R19,Stem-ITS-F24-R19
7,D12,10,04/10/2022,Microbiome,Stem,LINEAG,C1,0.19,14.01310956,F24,R20,Stem-ITS-F24-R20
7,E12,10,04/10/2022,Microbiome,Stem,Negctrl,Negctrl,0,-3.816365258,F24,R21,Stem-ITS-F24-R21
7,F12,11,05/10/2022,Microbiome,Stem,LNGDL,A16,0.11,-4.001973255,F24,R22,Stem-ITS-F24-R22
7,G12,11,05/10/2022,Microbiome,Stem,LNGDL,C4,0.09,27.00465961,F24,R23,Stem-ITS-F24-R23
7,H12,11,05/10/2022,Microbiome,Stem,MOCCA,A13,0.14,21.49599418,F24,R24,Stem-ITS-F24-R24
8,A1,11,05/10/2022,Microbiome,Stem,MOCCA,A7,0.14,27.61802887,F13,R1,Stem-ITS-F13-R1
8,B1,11,05/10/2022,Microbiome,Stem,MOCCA,A17,0.08,-0.022508425,F13,R2,Stem-ITS-F13-R2
8,C1,11,05/10/2022,Microbiome,Stem,MTRD,C1,0.14,40.0645046,F13,R3,Stem-ITS-F13-R3
8,D1,11,05/10/2022,Microbiome,Stem,RCHMD,A9,0.11,25.3620931,F13,R4,Stem-ITS-F13-R4
8,E1,11,05/10/2022,Microbiome,Stem,RCHMD,A16,0.14,25.19355883,F13,R5,Stem-ITS-F13-R5
8,F1,11,05/10/2022,Microbiome,Stem,RCHMD,C5,0.14,23.22071656,F13,R6,Stem-ITS-F13-R6
8,G1,11,05/10/2022,Microbiome,Stem,SAW,C2,0.11,17.90518625,F13,R7,Stem-ITS-F13-R7
8,H1,11,05/10/2022,Microbiome,Stem,STRTS,C5,0.22,23.12515874,F13,R8,Stem-ITS-F13-R8
8,A2,11,05/10/2022,Microbiome,Stem,TAWWD,C5,0.21,56.56452313,F14,R1,Stem-ITS-F14-R1
8,B2,11,05/10/2022,Microbiome,Stem,WINDW,A17,0.18,36.55135462,F14,R2,Stem-ITS-F14-R2
8,C2,11,05/10/2022,Microbiome,Stem,WINDW,A15,0.2,26.75231719,F14,R3,Stem-ITS-F14-R3
8,D2,11,05/10/2022,Microbiome,Stem,CDS,C1,0.1,22.12469308,F14,R4,Stem-ITS-F14-R4
8,E2,11,05/10/2022,Microbiome,Stem,CDS,C2,0.14,12.37081843,F14,R5,Stem-ITS-F14-R5
8,F2,11,05/10/2022,Microbiome,Stem,HLKH,A11,0.19,-6.190440247,F14,R6,Stem-ITS-F14-R6
8,G2,11,05/10/2022,Microbiome,Stem,HRWD,C1,0.12,-2.243929557,F14,R7,Stem-ITS-F14-R7
8,H2,11,05/10/2022,Microbiome,Stem,LNGDL,A20,0.15,14.10132385,F14,R8,Stem-ITS-F14-R8
8,A3,11,05/10/2022,Microbiome,Stem,LWBKR,C4,0.1,39.4198335,F15,R1,Stem-ITS-F15-R1
8,B3,11,05/10/2022,Microbiome,Stem,SLCY,C5,0.16,28.88873683,F15,R2,Stem-ITS-F15-R2
8,C3,11,05/10/2022,Microbiome,Stem,STHWK,C2,0.19,31.60777466,F15,R3,Stem-ITS-F15-R3
8,D3,11,05/10/2022,Microbiome,Stem,WINDW,A20,0.18,27.06606998,F15,R4,Stem-ITS-F15-R4
8,E3,11,05/10/2022,Microbiome,Stem,WLDCP,C5,0.16,28.75866437,F15,R5,Stem-ITS-F15-R5
8,F3,11,05/10/2022,Microbiome,Stem,MOCCA,CE28,0.15,13.98189951,F15,R6,Stem-ITS-F15-R6
8,G3,11,05/10/2022,Microbiome,Stem,MOCCA,E39,0.08,14.45262049,F15,R7,Stem-ITS-F15-R7
8,H3,11,05/10/2022,Microbiome,Stem,MOCCA,CE22,0.14,0.595266956,F15,R8,Stem-ITS-F15-R8
8,A4,11,05/10/2022,Microbiome,Stem,MOCCA,E40,0.12,29.89122197,F16,R1,Stem-ITS-F16-R1
8,B4,11,05/10/2022,Microbiome,Stem,MOCCA,E45,0.15,37.46948082,F16,R2,Stem-ITS-F16-R2
8,C4,11,05/10/2022,Microbiome,Stem,Negctrl,Negctrl,0,17.30907432,F16,R3,Stem-ITS-F16-R3
8,D4,12,06/10/2022,Microbiome,Stem,MOCCA,CE27,0.13,52.98757613,F16,R4,Stem-ITS-F16-R4
8,E4,12,06/10/2022,Microbiome,Stem,MOCCA,E38,0.1,36.78019771,F16,R5,Stem-ITS-F16-R5
8,F4,12,06/10/2022,Microbiome,Stem,MOCCA,E31,0.11,33.99286496,F16,R6,Stem-ITS-F16-R6
